timestamp,open (CNY),high (CNY),low (CNY),close (CNY),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2023-03-28,197865.29554000,200747.39200000,194268.18238800,198858.60122200,27124.90000000,27520.00000000,26631.78000000,27261.07000000,78602.44341000,78602.44341000
2023-03-27,204015.73753000,204422.84915600,193366.27804400,197865.36848600,27968.05000000,28023.86000000,26508.14000000,27124.91000000,88039.46898000,88039.46898000
2023-03-26,200331.30801600,205666.87024000,200001.59209600,204015.73753000,27462.96000000,28194.40000000,27417.76000000,27968.05000000,49671.70353000,49671.70353000
2023-03-25,200269.30391600,202697.45741800,198092.81411400,200331.23507000,27454.46000000,27787.33000000,27156.09000000,27462.95000000,50844.08102000,50844.08102000
2023-03-24,206403.77073200,206979.16878000,196954.20000000,200269.37686200,28295.42000000,28374.30000000,27000.00000000,27454.47000000,86242.06544000,86242.06544000
2023-03-23,198784.92576200,209719.75000000,197720.13300000,206403.69778600,27250.97000000,28750.00000000,27105.00000000,28295.41000000,128649.60818000,128649.60818000
2023-03-22,205035.23082600,210580.87753000,194049.49028000,198784.92576200,28107.81000000,28868.05000000,26601.80000000,27250.97000000,224113.41296000,224113.41296000
2023-03-21,202184.50114600,207447.84683000,199165.19326000,205018.16146200,27717.01000000,28438.55000000,27303.10000000,28105.47000000,420929.74220000,420929.74220000
2023-03-20,204050.89750200,207691.85120000,197862.15886200,202184.50114600,27972.87000000,28472.00000000,27124.47000000,27717.01000000,477378.23373000,477378.23373000
2023-03-19,196279.37655400,207094.42346000,195693.83901200,204050.89750200,26907.49000000,28390.10000000,26827.22000000,27972.87000000,372066.99054000,372066.99054000
2023-03-18,199836.51529800,202241.69081000,193875.87880000,196279.37655400,27395.13000000,27724.85000000,26578.00000000,26907.49000000,371238.97174000,371238.97174000
2023-03-17,182356.10058800,202475.04506400,181562.59400000,199836.51529800,24998.78000000,27756.84000000,24890.00000000,27395.13000000,624460.68091000,624460.68091000
2023-03-16,177154.17543600,183586.11604000,175967.63580000,182356.10058800,24285.66000000,25167.40000000,24123.00000000,24998.78000000,439421.32998000,439421.32998000
2023-03-15,179960.77278600,183801.81736200,174318.69147000,177154.17543600,24670.41000000,25196.97000000,23896.95000000,24285.66000000,581450.72984000,581450.72984000
2023-03-14,175889.36474200,192481.66190200,174898.39333200,179960.77278600,24112.27000000,26386.87000000,23976.42000000,24670.41000000,699360.93423000,699360.93423000
2023-03-13,160466.97553000,178717.70000000,159123.52904800,175898.19120800,21998.05000000,24500.00000000,21813.88000000,24113.48000000,687889.31259000,687889.31259000
2023-03-12,149216.36805800,161575.39000000,147865.91876000,160460.11860600,20455.73000000,22150.00000000,20270.60000000,21997.11000000,430944.94288000,430944.94288000
2023-03-11,146991.22327400,150899.81584600,144177.98783800,149216.36805800,20150.69000000,20686.51000000,19765.03000000,20455.73000000,427831.82133000,427831.82133000
2023-03-10,148534.17706600,148574.80798800,142602.79191400,146991.22327400,20362.21000000,20367.78000000,19549.09000000,20150.69000000,618456.46710000,618456.46710000
2023-03-09,158324.69740200,159277.51805400,146203.62531200,148534.25001200,21704.37000000,21834.99000000,20042.72000000,20362.22000000,443658.28584000,443658.28584000
2023-03-08,161929.61577600,162574.75020000,157417.46800000,158332.50262400,22198.56000000,22287.00000000,21580.00000000,21705.44000000,301460.57272000,301460.57272000
2023-03-07,163467.68218600,164550.93028600,159948.69420000,161925.23901600,22409.41000000,22557.91000000,21927.00000000,22197.96000000,292519.80912000,292519.80912000
2023-03-06,163619.62870400,164873.93517400,162363.20680000,163471.98600000,22430.24000000,22602.19000000,22258.00000000,22410.00000000,203751.82957000,203751.82957000
2023-03-05,163009.28952200,165310.88171400,161861.48421200,163619.62870400,22346.57000000,22662.09000000,22189.22000000,22430.24000000,154841.75786000,154841.75786000
2023-03-04,163065.96856400,163471.98600000,161627.03576800,163009.28952200,22354.34000000,22410.00000000,22157.08000000,22346.57000000,121257.38132000,121257.38132000
2023-03-03,171170.12327200,171254.95947000,160270.60489800,163065.96856400,23465.32000000,23476.95000000,21971.13000000,22354.34000000,319954.19785000,319954.19785000
2023-03-02,172369.64729600,173589.08557800,169204.81214000,171170.12327200,23629.76000000,23796.93000000,23195.90000000,23465.32000000,239315.45219000,239315.45219000
2023-03-01,168808.49652200,175070.40000000,167921.91083800,172363.88456200,23141.57000000,24000.00000000,23020.03000000,23628.97000000,315287.41737000,315287.41737000
2023-02-28,171365.39971400,172152.56000000,167928.76776200,168808.49652200,23492.09000000,23600.00000000,23020.97000000,23141.57000000,264140.99894000,264140.99894000
2023-02-27,171823.20881000,174326.27785400,168554.64444200,171365.39971400,23554.85000000,23897.99000000,23106.77000000,23492.09000000,283706.08590000,283706.08590000
2023-02-26,168921.56282200,172809.00105400,168207.49442800,171823.20881000,23157.07000000,23689.99000000,23059.18000000,23554.85000000,202323.73623000,202323.73623000
2023-02-25,169118.29818400,169374.26569800,165747.90120000,168921.56282200,23184.04000000,23219.13000000,22722.00000000,23157.07000000,191311.81010000,191311.81010000
2023-02-24,174634.18292000,176035.84031000,166617.34457400,169127.41643400,23940.20000000,24132.35000000,22841.19000000,23185.29000000,343582.57453000,343582.57453000
2023-02-23,176399.54906600,179444.16921400,172210.91680000,174634.18292000,24182.21000000,24599.59000000,23608.00000000,23940.20000000,398400.45437000,398400.45437000
2023-02-22,178357.85738200,178542.99433000,171967.93367400,176399.54906600,24450.67000000,24476.05000000,23574.69000000,24182.21000000,379425.75365000,379425.75365000
2023-02-21,181226.23999400,184188.65000000,176152.48096400,178368.72633600,24843.89000000,25250.00000000,24148.34000000,24452.16000000,376000.82868000,376000.82868000
2023-02-20,177058.25144600,183249.32435800,173909.31851800,181213.91212000,24272.51000000,25121.23000000,23840.83000000,24842.20000000,346938.56997000,346938.56997000
2023-02-19,179680.95193000,183765.56320000,176475.12112200,177052.78049600,24632.05000000,25192.00000000,24192.57000000,24271.76000000,300395.99542000,300395.99542000
2023-02-18,179215.48350400,181467.76420000,178207.07800000,179680.22247000,24568.24000000,24877.00000000,24430.00000000,24631.95000000,216917.25213000,216917.25213000
2023-02-17,171552.36031200,182518.98900600,170251.36840200,179228.10316200,23517.72000000,25021.11000000,23339.37000000,24569.97000000,496813.21376000,496813.21376000
2023-02-16,177425.60750200,184188.65000000,171461.39665000,171552.36031200,24322.87000000,25250.00000000,23505.25000000,23517.72000000,450080.68366000,450080.68366000
2023-02-15,161938.95286400,177842.34800000,160826.08868800,177434.21513000,22199.84000000,24380.00000000,22047.28000000,24324.05000000,375669.16111000,375669.16111000
2023-02-14,158837.21599800,162808.76096800,157072.94404200,161938.95286400,21774.63000000,22319.08000000,21532.77000000,22199.84000000,361958.40109000,361958.40109000
2023-02-13,158893.67620200,159715.19405400,155747.51522200,158832.40156200,21782.37000000,21894.99000000,21351.07000000,21773.97000000,295730.76791000,295730.76791000
2023-02-12,159474.69109200,161137.71400000,157782.19800000,158902.21088400,21862.02000000,22090.00000000,21630.00000000,21783.54000000,204435.65163000,204435.65163000
2023-02-11,157747.11097400,159797.84187200,157561.75518800,159478.55723000,21625.19000000,21906.32000000,21599.78000000,21862.55000000,177021.58433000,177021.58433000
2023-02-10,159006.45071800,160030.10193600,156476.46460000,157747.11097400,21797.83000000,21938.16000000,21451.00000000,21625.19000000,338591.94247000,338591.94247000
2023-02-09,167497.51101000,167858.88549400,158205.28480000,158995.65471000,22961.85000000,23011.39000000,21688.00000000,21796.35000000,402894.69550000,402894.69550000
2023-02-08,169544.15693200,171072.95920000,165338.30941000,167505.89980000,23242.42000000,23452.00000000,22665.85000000,22963.00000000,280056.30717000,280056.30717000
2023-02-07,166043.47839200,170330.73365000,165921.36678800,169529.85951600,22762.52000000,23350.25000000,22745.78000000,23240.46000000,308006.72482000,308006.72482000
2023-02-06,167286.40528600,168930.17045000,165063.15709800,166043.47839200,22932.91000000,23158.25000000,22628.13000000,22762.52000000,265371.60690000,265371.60690000
2023-02-05,170165.94863600,170936.76901800,165901.08780000,167286.40528600,23327.66000000,23433.33000000,22743.00000000,22932.91000000,209251.33917000,209251.33917000
2023-02-04,170926.33774000,172063.41998800,169628.33661600,170159.96706400,23431.90000000,23587.78000000,23253.96000000,23326.84000000,166126.47295000,166126.47295000
2023-02-03,171345.26661800,172996.54522000,169268.42105200,170926.33774000,23489.33000000,23715.70000000,23204.62000000,23431.90000000,332571.02904000,332571.02904000
2023-02-02,173111.14338600,176930.52300000,170425.70934200,171342.42172400,23731.41000000,24255.00000000,23363.27000000,23488.94000000,364177.20751000,364177.20751000
2023-02-01,168688.57329800,173703.82963600,166026.77375800,173120.26163600,23125.13000000,23812.66000000,22760.23000000,23732.66000000,310790.42271000,310790.42271000
2023-01-31,166516.60614800,170110.07200000,165695.16124200,168688.57329800,22827.38000000,23320.00000000,22714.77000000,23125.13000000,264649.34909000,264649.34909000
2023-01-30,173198.38680200,173615.20024600,164128.50000000,166507.63379000,23743.37000000,23800.51000000,22500.00000000,22826.15000000,302405.90121000,302405.90121000
2023-01-29,167931.90444000,174782.55508400,167540.62209600,173190.58158000,23021.40000000,23960.54000000,22967.76000000,23742.30000000,295688.79204000,295688.79204000
2023-01-28,168316.76753600,169154.47940000,166889.21431600,167940.65796000,23074.16000000,23189.00000000,22878.46000000,23022.60000000,148115.71085000,148115.71085000
2023-01-27,167846.19289000,171423.10000000,164382.93564800,168316.76753600,23009.65000000,23500.00000000,22534.88000000,23074.16000000,280833.86315000,280833.86315000
2023-01-26,168216.53973200,169836.30566200,166681.68294600,167846.19289000,23060.42000000,23282.47000000,22850.01000000,23009.65000000,288924.43581000,288924.43581000
2023-01-25,165090.94952400,173733.51865800,162669.58000000,168220.33292400,22631.94000000,23816.73000000,22300.00000000,23060.94000000,346042.83223000,346042.83223000
2023-01-24,167176.25682600,168958.98412000,163858.08917800,165097.87939400,22917.81000000,23162.20000000,22462.93000000,22632.89000000,293158.78254000,293158.78254000
2023-01-23,165631.33349200,169088.82800000,164128.50000000,167166.33617000,22706.02000000,23180.00000000,22500.00000000,22916.45000000,293588.37938000,293588.37938000
2023-01-22,166195.42491000,168349.95796600,162613.92220200,165644.90144800,22783.35000000,23078.71000000,22292.37000000,22707.88000000,253577.75286000,253577.75286000
2023-01-21,165339.40360000,170487.93228000,163559.52120000,166196.88383000,22666.00000000,23371.80000000,22422.00000000,22783.55000000,346445.48432000,346445.48432000
2023-01-20,153708.82041400,165995.40697800,152174.69308800,165348.23006600,21071.59000000,22755.93000000,20861.28000000,22667.21000000,338079.13659000,338079.13659000
2023-01-19,150833.87266200,154587.16320000,150700.52737400,153708.82041400,20677.47000000,21192.00000000,20659.19000000,21071.59000000,251385.84925000,251385.84925000
2023-01-18,154151.60263400,157928.09000000,148861.99639000,150833.87266200,21132.29000000,21650.00000000,20407.15000000,20677.47000000,350916.01949000,350916.01949000
2023-01-17,154540.84249000,157909.48877000,152029.01992600,154169.98502600,21185.65000000,21647.45000000,20841.31000000,21134.81000000,275407.74409000,275407.74409000
2023-01-16,152260.11285400,156644.60513000,150352.50200800,154540.84249000,20872.99000000,21474.05000000,20611.48000000,21185.65000000,293078.08262000,293078.08262000
2023-01-15,152842.00309600,153556.72800400,149911.39754600,152249.24390000,20952.76000000,21050.74000000,20551.01000000,20871.50000000,178542.22549000,178542.22549000
2023-01-14,145381.45094600,155068.60680000,145075.36953000,152857.75943200,19930.01000000,21258.00000000,19888.05000000,20954.92000000,393913.74951000,393913.74951000
2023-01-13,137478.55425200,145892.00000000,136512.01975200,145381.45094600,18846.62000000,20000.00000000,18714.12000000,19930.01000000,368615.87823000,368615.87823000
2023-01-12,130888.90439600,139451.15998400,130515.34793000,137478.55425200,17943.26000000,19117.04000000,17892.05000000,18846.62000000,454568.32178000,454568.32178000
2023-01-11,127222.49254400,131302.80000000,126310.37576000,130888.90439600,17440.64000000,18000.00000000,17315.60000000,17943.26000000,262221.60653000,262221.60653000
2023-01-10,125314.22518400,127648.20540000,125075.69176400,127222.63843600,17179.04000000,17499.00000000,17146.34000000,17440.66000000,221382.42581000,221382.42581000
2023-01-09,124940.66871800,126917.28648000,124771.65283600,125308.53539600,17127.83000000,17398.80000000,17104.66000000,17178.26000000,266211.52723000,266211.52723000
2023-01-08,123598.46231800,125299.27125400,123358.98060000,124940.66871800,16943.83000000,17176.99000000,16911.00000000,17127.83000000,135155.89695000,135155.89695000
2023-01-07,123645.73132600,123876.24068600,123337.09680000,123596.56572200,16950.31000000,16981.91000000,16908.00000000,16943.57000000,104526.56880000,104526.56880000
2023-01-06,122781.61301000,124307.27860000,121666.63340000,123648.21149000,16831.85000000,17041.00000000,16679.00000000,16950.65000000,207401.28415000,207401.28415000
2023-01-05,122916.63605600,123131.53497200,122206.43380000,122781.61301000,16850.36000000,16879.82000000,16753.00000000,16831.85000000,163473.56641000,163473.56641000
2023-01-04,121642.19649000,123948.89490200,121474.49363600,122916.63605600,16675.65000000,16991.87000000,16652.66000000,16850.36000000,220362.18862000,220362.18862000
2023-01-03,121621.26098800,122391.71664000,121128.87548800,121638.76802800,16672.78000000,16778.40000000,16605.28000000,16675.18000000,159541.53733000,159541.53733000
2023-01-02,121215.60828200,122543.66315800,120716.14702000,121621.91750200,16617.17000000,16799.23000000,16548.70000000,16672.87000000,121888.57191000,121888.57191000
2023-01-01,120665.59544200,121294.60880000,120353.67834600,121212.54455000,16541.77000000,16628.00000000,16499.01000000,16616.75000000,96925.41374000,96925.41374000
2022-12-31,121144.92360800,121411.97891400,120142.06200000,120670.19104000,16607.48000000,16644.09000000,16470.00000000,16542.40000000,114490.42864000,114490.42864000
2022-12-30,121334.51026200,121654.59731000,119142.70180000,121144.92360800,16633.47000000,16677.35000000,16333.00000000,16607.48000000,164916.31174000,164916.31174000
2022-12-29,120706.08047200,121560.20518600,120280.00288600,121334.51026200,16547.32000000,16664.41000000,16488.91000000,16633.47000000,160998.47158000,160998.47158000
2022-12-28,121864.02527600,122441.24697400,120107.99621800,120706.00752600,16706.06000000,16785.19000000,16465.33000000,16547.31000000,193037.56577000,193037.56577000
2022-12-27,123420.18229400,123810.00571800,121034.70220200,121866.21365600,16919.39000000,16972.83000000,16592.37000000,16706.36000000,173749.58616000,173749.58616000
2022-12-26,122783.50960600,123603.49559200,122483.62860000,123420.18229400,16832.11000000,16944.52000000,16791.00000000,16919.39000000,124564.00656000,124564.00656000
2022-12-25,122809.91605800,122972.07501600,121973.00660000,122783.50960600,16835.73000000,16857.96000000,16721.00000000,16832.11000000,125441.07202000,125441.07202000
2022-12-24,122392.59199200,123059.82905400,122378.73225200,122812.76095200,16778.52000000,16869.99000000,16776.62000000,16836.12000000,100224.29096000,100224.29096000
2022-12-23,122709.03174000,123680.96424400,122046.90089800,122392.44610000,16821.90000000,16955.14000000,16731.13000000,16778.50000000,161612.00947000,161612.00947000
2022-12-22,122729.31072800,123049.10599200,120797.48181000,122705.60327800,16824.68000000,16868.52000000,16559.85000000,16821.43000000,176044.27235000,176044.27235000
2022-12-21,123250.65579000,123461.10500000,121987.59580000,122729.23778200,16896.15000000,16925.00000000,16723.00000000,16824.67000000,156810.96362000,156810.96362000
2022-12-20,119915.05404800,124455.14014200,119611.01512000,123246.35197600,16438.88000000,17061.27000000,16397.20000000,16895.56000000,248808.92324000,248808.92324000
2022-12-19,122104.30940000,122665.92065400,118583.20598000,119915.05404800,16739.00000000,16815.99000000,16256.30000000,16438.88000000,179094.28305000,179094.28305000
2022-12-18,122385.44328400,123010.73639600,121550.43042200,122098.54666600,16777.54000000,16863.26000000,16663.07000000,16738.21000000,112619.31646000,112619.31646000
2022-12-17,121320.13990000,122526.08317200,120943.37381000,122378.00279200,16631.50000000,16796.82000000,16579.85000000,16776.52000000,144825.66684000,144825.66684000
2022-12-16,126612.08041600,127886.95765800,120560.18847200,121324.66255200,17356.96000000,17531.73000000,16527.32000000,16632.12000000,253379.04116000,253379.04116000
2022-12-15,129873.13134600,130243.76997200,126017.93524600,126607.55776400,17804.01000000,17854.82000000,17275.51000000,17356.34000000,223701.96882000,223701.96882000
2022-12-14,129667.49657200,134132.74007000,128829.49292400,129866.85799000,17775.82000000,18387.95000000,17660.94000000,17803.15000000,266681.22209000,266681.22209000
2022-12-13,125532.26077800,131302.80000000,124592.78924400,129659.32662000,17208.93000000,18000.00000000,17080.14000000,17774.70000000,284462.91390000,284462.91390000
2022-12-12,124628.60573000,125772.69079400,123073.39701000,125538.82591800,17085.05000000,17241.89000000,16871.85000000,17209.83000000,226227.49694000,226227.49694000
2022-12-11,124938.18855400,125984.96365400,124526.11660000,124628.60573000,17127.49000000,17270.99000000,17071.00000000,17085.05000000,155286.47871000,155286.47871000
2022-12-10,124945.99377600,125669.32631200,124679.30320000,124938.18855400,17128.56000000,17227.72000000,17092.00000000,17127.49000000,140573.97937000,140573.97937000
2022-12-09,125642.91986000,126634.25600000,124432.81866600,124945.99377600,17224.10000000,17360.00000000,17058.21000000,17128.56000000,238422.06465000,238422.06465000
2022-12-08,122816.55414400,126189.28540000,122064.11615400,125642.91986000,16836.64000000,17299.00000000,16733.49000000,17224.10000000,236417.97804000,236417.97804000
2022-12-07,124657.12761600,125045.56506600,121665.39331800,122816.55414400,17088.96000000,17142.21000000,16678.83000000,16836.64000000,220657.41334000,220657.41334000
2022-12-06,123762.73671000,124788.79514600,123325.20660200,124657.12761600,16966.35000000,17107.01000000,16906.37000000,17088.96000000,218730.76883000,218730.76883000
2022-12-05,124786.16909000,127102.93405000,123038.01820000,123762.73671000,17106.65000000,17424.25000000,16867.00000000,16966.35000000,233703.29225000,233703.29225000
2022-12-04,123170.77992000,125487.83666400,123120.08245000,124779.23922000,16885.20000000,17202.84000000,16878.25000000,17105.70000000,178619.13387000,178619.13387000
2022-12-03,124680.25149800,125386.73350800,122977.76480400,123170.77992000,17092.13000000,17188.98000000,16858.74000000,16885.20000000,154542.57306000,154542.57306000
2022-12-02,123847.71880000,124779.45805800,122460.65061000,124684.70120400,16978.00000000,17105.73000000,16787.85000000,17092.74000000,202372.20620000,202372.20620000
2022-12-01,125215.67513800,126371.65040000,122950.55594600,123843.12320200,17165.53000000,17324.00000000,16855.01000000,16977.37000000,232818.18218000,232818.18218000
2022-11-30,119944.45128600,125824.55540000,119837.87718000,125201.88834400,16442.91000000,17249.00000000,16428.30000000,17163.64000000,303019.80719000,303019.80719000
2022-11-29,118261.36822800,120716.21996600,117443.06000000,119941.67933800,16212.18000000,16548.71000000,16100.00000000,16442.53000000,248106.25009000,248106.25009000
2022-11-28,119841.30564200,120266.36198400,116679.09654200,118266.69328600,16428.77000000,16487.04000000,15995.27000000,16212.91000000,252695.40367000,252695.40367000
2022-11-27,120051.68190600,121090.36000000,119638.73460000,119841.37858800,16457.61000000,16600.00000000,16401.00000000,16428.78000000,162025.47607000,162025.47607000
2022-11-26,120516.63971000,121834.33625400,119522.02100000,120058.68472200,16521.35000000,16701.99000000,16385.00000000,16458.57000000,181804.81666000,181804.81666000
2022-11-25,121087.07743000,121571.80360000,119214.26182600,120522.40244400,16599.55000000,16666.00000000,16342.81000000,16522.14000000,182089.49533000,182089.49533000
2022-11-24,121113.04620600,122641.41079800,120054.89153000,121082.70067000,16603.11000000,16812.63000000,16458.05000000,16598.95000000,206565.92346000,206565.92346000
2022-11-23,118376.47701600,121863.58760000,117882.19492000,121113.04620600,16227.96000000,16706.00000000,16160.20000000,16603.11000000,264927.70408000,264927.70408000
2022-11-22,115118.19803400,119011.39900000,113917.06919800,118369.03652400,15781.29000000,16315.00000000,15616.63000000,16226.94000000,239548.06623000,239548.06623000
2022-11-21,118752.44070000,119040.57740000,112891.22960000,115118.19803400,16279.50000000,16319.00000000,15476.00000000,15781.29000000,324096.99775300,324096.99775300
2022-11-20,121824.78032800,122208.84101800,118026.62800000,118757.76575800,16700.68000000,16753.33000000,16180.00000000,16280.23000000,154842.13478000,154842.13478000
2022-11-19,121815.66207800,122712.75198600,120751.37993800,121824.78032800,16699.43000000,16822.41000000,16553.53000000,16700.68000000,104963.15558000,104963.15558000
2022-11-18,121765.54817600,124088.44060000,120696.74338400,121823.10257000,16692.56000000,17011.00000000,16546.04000000,16700.45000000,214224.18184000,214224.18184000
2022-11-17,121539.78030600,122191.84460000,119709.78400400,121765.54817600,16661.61000000,16751.00000000,16410.74000000,16692.56000000,228038.97873000,228038.97873000
2022-11-16,123282.89792200,124124.33003200,119475.40850600,121548.16909600,16900.57000000,17015.92000000,16378.61000000,16662.76000000,261493.40809000,261493.40809000
2022-11-15,121219.62031200,124990.70967400,120563.10631200,123282.89792200,16617.72000000,17134.69000000,16527.72000000,16900.57000000,282461.84391000,282461.84391000
2022-11-14,119133.80238800,125394.17400000,115365.63086600,121232.31291600,16331.78000000,17190.00000000,15815.21000000,16619.46000000,380210.77750000,380210.77750000
2022-11-13,122645.27693600,123674.69088800,118384.06340000,119119.72381000,16813.16000000,16954.28000000,16229.00000000,16329.85000000,184960.78846000,184960.78846000
2022-11-12,124518.67610800,124876.98686000,121319.33749400,122637.39876800,17069.98000000,17119.10000000,16631.39000000,16812.08000000,167819.96035000,167819.96035000
2022-11-11,128402.83177000,129077.94700000,119351.32736000,124521.08332600,17602.45000000,17695.00000000,16361.60000000,17070.31000000,393552.86492000,393552.86492000
2022-11-10,116149.58152800,132754.42540000,114921.02499600,128393.34879000,15922.68000000,18199.00000000,15754.26000000,17601.15000000,608448.36432000,608448.36432000
2022-11-09,135281.12894800,135590.27409600,113708.22480000,116150.52982600,18545.38000000,18587.76000000,15588.00000000,15922.81000000,731926.92972900,731926.92972900
2022-11-08,150200.70138200,151004.63924800,125225.15811800,135294.62395800,20590.67000000,20700.88000000,17166.83000000,18547.23000000,760705.36278300,760705.36278300
2022-11-07,152497.84386800,153695.54424200,148699.61859400,150204.05689800,20905.58000000,21069.77000000,20384.89000000,20591.13000000,386977.60337000,386977.60337000
2022-11-06,155370.38440200,155851.09854200,152355.96389800,152497.84386800,21299.37000000,21365.27000000,20886.13000000,20905.58000000,230036.97217000,230036.97217000
2022-11-05,154269.99399200,156692.74949000,153774.90949000,155370.38440200,21148.52000000,21480.65000000,21080.65000000,21299.37000000,245621.98525000,245621.98525000
2022-11-04,147402.85755200,155389.93393000,147212.03081600,154269.99399200,20207.12000000,21302.05000000,20180.96000000,21148.52000000,453694.39165000,453694.39165000
2022-11-03,146999.61206400,148761.11207200,146119.88330400,147407.96377200,20151.84000000,20393.32000000,20031.24000000,20207.82000000,319185.15440000,319185.15440000
2022-11-02,149413.90582600,151727.68000000,146242.43258400,146999.61206400,20482.81000000,20800.00000000,20048.04000000,20151.84000000,373716.27299000,373716.27299000
2022-11-01,149471.75200400,150998.22000000,148304.61600400,149419.81445200,20490.74000000,20700.00000000,20330.74000000,20483.62000000,279932.43771000,279932.43771000
2022-10-31,150469.21560800,152062.64803200,147627.75007000,149471.75200400,20627.48000000,20845.92000000,20237.95000000,20490.74000000,303567.61628000,303567.61628000
2022-10-30,151798.29172800,152684.80446600,149648.71900000,150469.21560800,20809.68000000,20931.21000000,20515.00000000,20627.48000000,192795.60886000,192795.60886000
2022-10-29,150209.23606400,153806.64100000,149933.28134600,151798.21878200,20591.84000000,21085.00000000,20554.01000000,20809.67000000,254881.77755000,254881.77755000
2022-10-28,148044.70940600,151362.95000000,145892.65651400,150209.23606400,20295.11000000,20750.00000000,20000.09000000,20591.84000000,287039.94569000,287039.94569000
2022-10-27,151520.58630600,152254.42306600,147350.92000000,148044.70940600,20771.61000000,20872.21000000,20200.00000000,20295.11000000,328643.57791000,328643.57791000
2022-10-26,146468.41929200,153332.49200000,146259.72078600,151520.44041400,20079.02000000,21020.00000000,20050.41000000,20771.59000000,380492.69576000,380492.69576000
2022-10-25,141008.99476000,148925.60530200,140326.22020000,146476.07862200,19330.60000000,20415.87000000,19237.00000000,20080.07000000,326370.67061000,326370.67061000
2022-10-24,142758.23984000,142982.54879000,139742.65220000,141002.57551200,19570.40000000,19601.15000000,19157.00000000,19329.72000000,256168.14467000,256168.14467000
2022-10-23,140087.61383400,143667.14700000,139108.82440600,142758.23984000,19204.29000000,19695.00000000,19070.11000000,19570.40000000,167057.20184000,167057.20184000
2022-10-22,139796.41340200,140472.11220000,139419.64731200,140088.05151000,19164.37000000,19257.00000000,19112.72000000,19204.35000000,110403.90837000,110403.90837000
2022-10-21,138903.18963200,140421.05000000,136044.29000000,139796.41340200,19041.92000000,19250.00000000,18650.00000000,19164.37000000,269310.75769000,269310.75769000
2022-10-20,139497.18891000,141134.60777200,137867.94000000,138903.18963200,19123.35000000,19347.82000000,18900.00000000,19041.92000000,223530.13068000,223530.13068000
2022-10-19,140985.94382400,141224.62313600,139078.62476200,139501.71156200,19327.44000000,19360.16000000,19065.97000000,19123.97000000,186137.29538000,186137.29538000
2022-10-18,142598.34220800,143752.20203600,139261.20860000,140985.94382400,19548.48000000,19706.66000000,19091.00000000,19327.44000000,260313.07848000,260313.07848000
2022-10-17,140515.73390800,143535.55241600,139706.39803800,142608.40875600,19262.98000000,19676.96000000,19152.03000000,19549.86000000,222813.87634000,222813.87634000
2022-10-16,139096.35064000,141703.73246400,139062.35780400,140515.73390800,19068.40000000,19425.84000000,19063.74000000,19262.98000000,131894.61885000,131894.61885000
2022-10-15,139888.03357800,140258.23452800,138416.34802800,139103.57229400,19176.93000000,19227.68000000,18975.18000000,19069.39000000,113847.64232000,113847.64232000
2022-10-14,141337.10586800,145540.91090200,139110.72100200,139888.03357800,19375.58000000,19951.87000000,19070.37000000,19176.93000000,351634.32601000,351634.32601000
2022-10-13,139728.79246000,142345.29253400,132688.77400000,141333.82329800,19155.10000000,19513.79000000,18190.00000000,19375.13000000,399756.68337000,399756.68337000
2022-10-12,139035.07600000,140335.77612600,138348.50824800,139731.92913800,19060.00000000,19238.31000000,18965.88000000,19155.53000000,213826.26731000,213826.26731000
2022-10-11,139559.33890200,140553.00931400,137576.15600000,139035.07600000,19131.87000000,19268.09000000,18860.00000000,19060.00000000,243473.84286000,243473.84286000
2022-10-10,141806.73221600,142427.06500000,138745.11565000,139559.33890200,19439.96000000,19525.00000000,19020.25000000,19131.87000000,212509.09849000,212509.09849000
2022-10-09,141635.74679200,142667.78680000,140902.78538400,141799.87529200,19416.52000000,19558.00000000,19316.04000000,19439.02000000,113900.82681000,113900.82681000
2022-10-08,142464.19451400,143173.88614800,140327.24144400,141646.25101600,19530.09000000,19627.38000000,19237.14000000,19417.96000000,102480.09842000,102480.09842000
2022-10-07,145605.10338200,146394.01437200,140931.67200000,142464.19451400,19960.67000000,20068.82000000,19320.00000000,19530.09000000,220874.83913000,220874.83913000
2022-10-06,147046.44339600,149222.71436000,144819.69380000,145605.10338200,20158.26000000,20456.60000000,19853.00000000,19960.67000000,320122.17020000,320122.17020000
2022-10-05,148356.26177200,148558.90576000,143922.45800000,147046.44339600,20337.82000000,20365.60000000,19730.00000000,20158.26000000,312239.75224000,312239.75224000
2022-10-04,143186.28696800,149356.93500000,142176.13076000,148356.26177200,19629.08000000,20475.00000000,19490.60000000,20337.82000000,327012.00127000,327012.00127000
2022-10-03,139018.59020400,143842.94686000,138303.28172800,143186.28696800,19057.74000000,19719.10000000,18959.68000000,19629.08000000,293585.75212000,293585.75212000
2022-10-02,140875.06590400,141485.40508600,138016.38511000,139011.73328000,19312.24000000,19395.91000000,18920.35000000,19056.80000000,206812.47032000,206812.47032000
2022-10-01,141680.17090600,142127.98640000,139760.30513200,140865.65587000,19422.61000000,19484.00000000,19159.42000000,19310.95000000,165625.13959000,165625.13959000
2022-09-30,142905.15308400,147241.50100000,139730.68905600,141680.17090600,19590.54000000,20185.00000000,19155.36000000,19422.61000000,444322.95340000,444322.95340000
2022-09-29,141608.75677200,143306.21019200,137452.22074600,142912.22884600,19412.82000000,19645.52000000,18843.01000000,19591.51000000,406424.93256000,406424.93256000
